514	3639
4900	5259
6660	6600
5417	4001
3060	6611
712	2461
2124	5746
1139	6600
3842	3738
4507	6582
3738	6652
4067	6449
1156	6571
4001	6715
3030	4380
3176	6822
48	4772
2897	2195
1389	6797
8157	3704
3272	6562
5259	6666
4760	4173
1748	5259
19	8128
3658	6598
3639	6596
5929	6950
1423	4880
6006	5689
653	5037
204	6610
6178	6797
3664	6976
6146	4484
975	4487
5229	6611
3608	6601
49	6449
3785	1880
72	6596
3172	6571
1852	6655
362	2250
3738	6611
2461	3869
2897	1464
1059	6579
4086	6579
4325	5414
2682	6700
1044	6639
4664	4927
975	5037
1156	6582
6178	599
3752	2440
2165	3060
477	6676
2165	6801
1397	4542
58	6604
1156	6684
1348	6559
3060	3260
370	6709
6638	6569
6653	4198
2250	5901
72	6636
6178	4067
1960	2759
3545	2759
3738	3759
58	5264
3019	270
3009	6646
1812	4293
3042	6449
2682	6582
6610	2699
2371	6555
615	6674
3869	6970
3651	6569
4707	6555
3275	3664
3001	3859
1386	6569
2682	6970
5901	4078
6577	2546
5729	409
3658	5319
3752	3899
5477	6978
5261	6595
6308	5830
6642	6580
4401	6557
2366	6703
4899	3651
1957	6569
4086	2401
1306	477
5200	6571
5312	7013
1517	6680
87	5229
5461	6763
1156	5037
245	2934
6624	5037
3888	3062
4001	5037
5259	6970
2972	3869
2579	6671
6178	5259
5037	6561
284	6682
5312	6711
5414	6555
3738	6676
6600	3177
1812	6653
72	6980
90	6580
6825	6596
72	4103
5901	4579
3060	6178
6558	6719
3803	6781
3790	6771
2934	3491
3738	1957
6555	3752
6557	5037
3881	6449
3060	6559
5632	6556
511	4900
4572	6681
2440	6369
5016	6972
5142	2435
4830	6666
2682	6604
55	1156
1205	842
1397	6590
92	6636
3725	6575
6658	6632
1973	6970
4067	6677
6610	3491
2165	4001
1397	5037
370	2822
2361	3030
2461	4723
364	6980
370	6600
6449	6268
4285	6570
652	3121
3328	1979
49	7147
6578	4394
1386	5259
6574	3060
90	6424
615	5259
4245	6615
2461	6301
3302	990
68	6577
3062	6449
3639	92
264	6656
6094	1784
4654	2461
6146	6800
7350	1205
3651	270
5156	3763
4285	6622
49	6589
5854	6178
1044	3272
5037	6661
512	6642
3272	5901
6176	6633
1685	6178
6232	4340
6663	6970
2461	6601
3869	6577
3030	90
3054	2897
89	6699
3738	370
1000	6779
6714	6678
3778	6653
264	5601
4279	6178
55	6583
6369	615
3109	6006
6569	6178
3060	5901
6563	2663
3738	6259
284	3658
6449	6767
6561	6569
2366	6642
5468	6611
6556	7013
975	6600
5037	5037
1044	6656
250	5691
6575	6369
204	6706
615	6660
1464	4327
5691	4086
1508	6683
7440	4699
1156	4103
6738	3062
3172	6639
2250	6094
6646	1957
1748	6562
975	6646
1852	2366
840	2359
1957	1313
6598	5000
3272	6731
6308	6178
3394	6699
3175	6653
3630	6600
6424	6611
4722	6611
1418	6572
4538	6595
5142	6178
5461	6590
72	4379
6556	6571
2558	6604
3738	6610
1957	1423
2682	3752
1397	6766
1369	6598
842	6583
587	6569
245	6178
3292	6562
3060	6585
4161	6635
6146	6178
4445	5494
72	6666
4379	6763
1960	7151
6561	6797
615	6702
6308	3651
3593	6555
1957	6748
319	6562
3752	399
2366	6574
5037	3089
6555	5037
419	6658
3272	6979
6561	6680
2004	4265
3869	2206
2366	1423
2923	2056
5156	6178
250	4464
1060	5037
1794	653
6555	3651
5477	8157
215	2706
1748	3639
4731	6655
3664	4333
6572	270
7147	4243
6610	5376
1123	6569
6555	6971
3738	6601
364	5656
3060	6598
370	6613
6652	6600
7030	6600
55	6176
1423	6601
264	5343
72	6623
49	2124
3170	6763
6557	6583
6491	5461
979	1059
3639	5702
3021	5200
6600	6555
1979	4664
4760	6636
6659	6654
4077	3545
3060	6671
6592	6569
2031	2250
5149	6782
5142	6679
6636	3734
1960	6681
3302	6675
2461	5784
1685	6557
3175	6569
6555	5210
4100	4484
2098	6613
3060	3736
3328	6634
6636	6574
2747	4484
49	6569
6982	3704
395	4770
3664	5259
4270	2682
6557	8157
7013	6629
51	5414
1403	250
990	6654
5376	7018
2215	6579
6574	6569
2215	5197
4481	6764
2031	5383
380	6369
6146	5259
72	3752
3738	6660
2703	6667
760	6820
3738	3869
5037	6677
6569	6622
1067	6623
49	6721
630	5037
2787	3778
5343	6978
1973	6666
6560	6604
2947	6680
3778	5259
4245	6590
6579	2124
1348	55
250	6574
1397	4340
6569	158
5210	3403
6769	3021
3062	6006
5901	6622
3060	2056
4245	6178
723	4380
6178	6178
6604	6259
3191	5229
4076	2408
2682	6178
2250	270
1059	6610
3154	6655
3738	6569
3803	6642
3778	6739
5200	6571
6616	6734
5788	4001
3651	6598
3054	3272
3260	6629
2440	6735
6559	1595
2579	5477
1696	5929
840	3704
1306	6646
6176	6666
6178	6664
6809	5200
6259	239
3738	2682
5854	6555
6561	5037
3980	5825
2031	6831
5929	6556
4379	6561
158	6662
1403	6178
6575	6611
4161	5200
3493	6178
28	270
4032	6970
3009	6977
2897	6610
587	6815
2002	6586
6178	6670
271	6449
90	6555
3030	6703
87	3639
3639	1044
630	4279
4379	6610
3869	6581
1148	2408
98	3175
5037	5259
1960	4243
2461	6063
6562	6595
2031	6598
55	6781
1156	4484
5229	6259
6558	2250
6659	6178
4394	2056
6176	6799
72	4484
1685	5229
2706	7031
842	2408
72	6580
3172	4484
395	3639
6579	5601
3042	4444
6669	2250
4380	4394
831	6601
840	6649
4310	3060
2589	7097
3617	6555
4333	840
3738	6699
6758	6636
1000	4077
3260	6268
1067	6632
2293	380
1384	6569
5037	6679
3746	6569
5784	6557
1059	6680
5037	6796
5090	5027
1156	5477
3009	6662
4445	6734
1200	5037
1369	6637
665	1205
1527	7019
5037	6637
284	6638
6646	5142
6308	158
6582	5037
5175	3009
4001	6582
1041	3777
364	6449
6598	6653
3639	6739
1957	6584
4408	6688
3869	6569
90	5037
1685	6653
1957	5107
5175	6117
1957	7013
3738	6308
410	1059
3425	6559
6146	6449
6975	6170
5259	6600
1306	6555
395	3738
1156	6178
7020	4137
3752	6709
3752	6645
3752	7017
5037	6645
615	5037
1386	6610
5847	6559
3927	1564
3989	1941
4173	3651
4664	6555
3721	6642
2366	6557
6830	6570
1059	6573
2401	6778
2019	990
6598	1794
6006	7147
2435	3927
4664	3626
4595	6178
1794	3060
72	5312
51	6561
5031	6449
1731	6558
370	6636
4941	6734
883	1892
1887	3172
1200	6565
3062	2846
2165	5037
3030	6611
55	5494
2366	1685
1059	3030
72	6178
2663	270
1957	6178
3060	3403
4001	3783
4498	6646
652	6972
6631	409
3042	3842
3030	6569
98	3170
49	6760
6178	3869
587	6634
4484	6686
1297	5945
1892	6652
990	6569
6623	4664
3725	4001
2638	3009
5229	2682
4952	6684
5037	5784
72	4001
3060	6705
72	4444
2206	6308
2195	5259
2366	3738
5656	6737
4198	6783
6575	3060
3869	2195
2703	5923
3021	6972
2288	6822
6600	6178
72	3734
3060	5601
72	5210
419	4760
4050	6657
6604	6600
2418	6343
1880	6178
3389	6674
3172	3797
6587	5016
6652	2638
270	6972
3089	6984
6679	6648
364	6760
4897	72
319	6802
3842	5031
5702	3664
3738	2947
1887	3651
5037	6673
1234	6743
1794	5691
4001	6559
6970	6736
3651	6631
1348	6656
3060	6555
652	3272
2461	6424
6449	4772
587	6979
4001	2056
3738	6569
2947	2699
1059	6178
1892	6980
1205	2638
4664	6596
3121	6178
4001	5175
6449	4001
6559	6424
477	6680
6600	4001
1205	6778
2812	3680
5623	6174
6623	5414
2250	6668
395	1685
6582	6982
615	5414
6178	6971
5477	5851
1960	6654
72	6584
2003	6571
3683	5037
1059	3413
5691	6557
3593	6449
1059	6424
885	3121
749	6571
5212	5037
3366	5184
3275	3859
3803	3869
2401	3042
3683	6556
5702	6972
2461	4001
6600	6980
1553	3292
6596	3704
3172	2366
1205	6424
1397	4333
92	4001
92	6597
6569	5851
2579	615
2638	6768
48	6654
3389	4169
6623	6569
1479	6654
6561	6604
5216	6792
5648	6685
3260	6569
3747	6595
3630	6561
3060	4487
5601	6610
1059	6301
3738	6555
93	5808
3738	370
6569	1284
5656	6583
1156	6508
4875	5414
975	5339
1156	4198
2682	5702
370	6937
4664	5031
534	4198
6449	5343
5533	6653
3725	6654
4001	1397
6561	6178
1812	4880
270	6810
5037	6982
3738	5376
49	4608
1000	3617
1957	4537
3030	5031
939	6588
3170	5494
3060	5037
5229	6706
6569	4680
5037	6570
2943	2703
2682	3272
6580	6070
1205	6652
3060	270
842	2923
1957	6600
8154	6654
4427	6790
3526	2958
92	3272
6555	6449
1957	6170
2435	6670
3704	6631
72	6716
899	6629
5259	4001
1696	3403
4484	6666
3738	4842
5229	5414
2440	6669
1156	3651
1423	6569
3983	5533
6030	6675
72	1859
2366	2745
445	5229
51	6178
92	6178
975	3852
5259	5662
364	3738
1960	1205
6584	7013
2822	3050
3752	6650
3617	6573
3783	477
2699	6259
5037	5259
613	6595
6664	6610
3170	4386
49	6637
48	4742
4985	6696
6982	3403
6660	6582
395	4722
6610	6583
5037	6583
3738	3403
5753	5468
4001	3651
4001	6616
2638	5036
72	6307
3747	6745
840	284
2366	6637
3651	6449
72	6746
3680	5037
1464	6671
5414	5037
4050	1770
3747	370
3636	5703
1	5339
1059	6570
87	1957
1957	6577
72	6600
1973	6623
1794	6146
6794	6580
3060	6623
3170	6709
